Kod TERYT,Nazwa województwa,Rok zgonu,Miesiąc zgonu,Zgony kobiet Przedział wiekowy 0-64 lata,Zgony kobiet Przedział wiekowy 65 lat i więcej,Zgony mężczyn Przedział wiekowy 0-64 lata,Zgony mężczyzn Przedział wiekowy 65 lat i więcej
2,DOLNOŚLĄSKIE,2022,1,258,1693,555,1370
2,DOLNOŚLĄSKIE,2022,2,203,1440,419,1191
2,DOLNOŚLĄSKIE,2022,3,216,1383,434,1187
2,DOLNOŚLĄSKIE,2022,4,188,1241,437,1062
2,DOLNOŚLĄSKIE,2022,5,177,1130,407,990
2,DOLNOŚLĄSKIE,2022,6,191,1083,429,931
2,DOLNOŚLĄSKIE,2022,7,193,1106,383,930
2,DOLNOŚLĄSKIE,2022,8,174,1116,425,970
4,KUJAWSKO-POMORSKIE,2022,1,162,1047,387,929
4,KUJAWSKO-POMORSKIE,2022,2,130,935,308,779
4,KUJAWSKO-POMORSKIE,2022,3,154,975,274,806
4,KUJAWSKO-POMORSKIE,2022,4,120,870,293,646
4,KUJAWSKO-POMORSKIE,2022,5,127,800,281,626
4,KUJAWSKO-POMORSKIE,2022,6,105,797,272,647
4,KUJAWSKO-POMORSKIE,2022,7,141,748,269,610
4,KUJAWSKO-POMORSKIE,2022,8,129,780,261,638
6,LUBELSKIE,2022,1,149,1140,351,902
6,LUBELSKIE,2022,2,106,1056,303,834
6,LUBELSKIE,2022,3,102,981,304,830
6,LUBELSKIE,2022,4,122,914,295,730
6,LUBELSKIE,2022,5,87,794,302,701
6,LUBELSKIE,2022,6,116,778,308,694
6,LUBELSKIE,2022,7,102,783,310,668
6,LUBELSKIE,2022,8,96,791,298,662
8,LUBUSKIE,2022,1,83,474,194,418
8,LUBUSKIE,2022,2,67,432,150,372
8,LUBUSKIE,2022,3,73,452,172,370
8,LUBUSKIE,2022,4,73,403,146,367
8,LUBUSKIE,2022,5,74,317,160,369
8,LUBUSKIE,2022,6,62,344,141,298
8,LUBUSKIE,2022,7,81,359,140,279
8,LUBUSKIE,2022,8,71,357,171,344
10,ŁÓDZKIE,2022,1,207,1659,465,1269
10,ŁÓDZKIE,2022,2,170,1344,425,1070
10,ŁÓDZKIE,2022,3,187,1290,417,1076
10,ŁÓDZKIE,2022,4,193,1218,429,920
10,ŁÓDZKIE,2022,5,148,1123,391,887
10,ŁÓDZKIE,2022,6,151,1097,413,827
10,ŁÓDZKIE,2022,7,143,1055,378,881
10,ŁÓDZKIE,2022,8,174,1157,389,896
12,MAŁOPOLSKIE,2022,1,244,1746,532,1492
12,MAŁOPOLSKIE,2022,2,132,1565,465,1294
12,MAŁOPOLSKIE,2022,3,164,1418,481,1154
12,MAŁOPOLSKIE,2022,4,153,1287,396,1093
12,MAŁOPOLSKIE,2022,5,148,1155,447,983
12,MAŁOPOLSKIE,2022,6,148,1099,414,998
12,MAŁOPOLSKIE,2022,7,150,1157,425,1000
12,MAŁOPOLSKIE,2022,8,154,1172,401,1031
14,MAZOWIECKIE,2022,1,374,2820,982,2396
14,MAZOWIECKIE,2022,2,292,2591,721,2117
14,MAZOWIECKIE,2022,3,305,2534,825,1995
14,MAZOWIECKIE,2022,4,279,2223,749,1888
14,MAZOWIECKIE,2022,5,266,2144,701,1769
14,MAZOWIECKIE,2022,6,254,2068,723,1654
14,MAZOWIECKIE,2022,7,298,2081,703,1621
14,MAZOWIECKIE,2022,8,295,2256,724,1725
16,OPOLSKIE,2022,1,66,564,203,448
16,OPOLSKIE,2022,2,55,461,153,431
16,OPOLSKIE,2022,3,58,446,136,370
16,OPOLSKIE,2022,4,57,410,148,361
16,OPOLSKIE,2022,5,53,380,142,362
16,OPOLSKIE,2022,6,53,321,119,296
16,OPOLSKIE,2022,7,58,375,135,323
16,OPOLSKIE,2022,8,44,401,123,316
18,PODKARPACKIE,2022,1,142,1113,346,944
18,PODKARPACKIE,2022,2,90,951,312,789
18,PODKARPACKIE,2022,3,98,817,276,719
18,PODKARPACKIE,2022,4,94,717,262,624
18,PODKARPACKIE,2022,5,83,672,289,638
18,PODKARPACKIE,2022,6,91,682,253,572
18,PODKARPACKIE,2022,7,95,652,232,575
18,PODKARPACKIE,2022,8,94,693,245,588
20,PODLASKIE,2022,1,67,563,212,503
20,PODLASKIE,2022,2,74,560,181,476
20,PODLASKIE,2022,3,56,529,173,467
20,PODLASKIE,2022,4,53,448,167,398
20,PODLASKIE,2022,5,46,413,171,375
20,PODLASKIE,2022,6,57,416,165,375
20,PODLASKIE,2022,7,50,424,162,320
20,PODLASKIE,2022,8,55,458,180,374
22,POMORSKIE,2022,1,167,1184,392,1004
22,POMORSKIE,2022,2,149,994,290,898
22,POMORSKIE,2022,3,140,900,299,807
22,POMORSKIE,2022,4,136,900,324,763
22,POMORSKIE,2022,5,124,797,306,731
22,POMORSKIE,2022,6,136,738,290,690
22,POMORSKIE,2022,7,128,769,323,718
22,POMORSKIE,2022,8,143,888,341,830
24,ŚLĄSKIE,2022,1,406,2742,885,2212
24,ŚLĄSKIE,2022,2,321,2344,684,2049
24,ŚLĄSKIE,2022,3,324,2011,766,1738
24,ŚLĄSKIE,2022,4,298,1897,699,1670
24,ŚLĄSKIE,2022,5,312,1854,667,1592
24,ŚLĄSKIE,2022,6,298,1710,708,1489
24,ŚLĄSKIE,2022,7,275,1779,655,1512
24,ŚLĄSKIE,2022,8,301,1838,662,1633
26,ŚWIĘTOKRZYSKIE,2022,1,112,730,231,683
26,ŚWIĘTOKRZYSKIE,2022,2,78,661,202,613
26,ŚWIĘTOKRZYSKIE,2022,3,76,576,192,552
26,ŚWIĘTOKRZYSKIE,2022,4,72,543,203,439
26,ŚWIĘTOKRZYSKIE,2022,5,71,560,185,441
26,ŚWIĘTOKRZYSKIE,2022,6,62,443,167,440
26,ŚWIĘTOKRZYSKIE,2022,7,65,484,178,466
26,ŚWIĘTOKRZYSKIE,2022,8,58,507,187,445
28,WARMIŃSKO-MAZURSKIE,2022,1,131,737,243,586
28,WARMIŃSKO-MAZURSKIE,2022,2,81,607,200,536
28,WARMIŃSKO-MAZURSKIE,2022,3,82,561,229,580
28,WARMIŃSKO-MAZURSKIE,2022,4,88,554,214,511
28,WARMIŃSKO-MAZURSKIE,2022,5,82,504,224,423
28,WARMIŃSKO-MAZURSKIE,2022,6,89,464,238,414
28,WARMIŃSKO-MAZURSKIE,2022,7,90,464,234,401
28,WARMIŃSKO-MAZURSKIE,2022,8,86,484,232,425
30,WIELKOPOLSKIE,2022,1,246,1724,581,1456
30,WIELKOPOLSKIE,2022,2,224,1508,470,1299
30,WIELKOPOLSKIE,2022,3,215,1426,472,1303
30,WIELKOPOLSKIE,2022,4,200,1327,504,1121
30,WIELKOPOLSKIE,2022,5,162,1181,490,1051
30,WIELKOPOLSKIE,2022,6,205,1125,485,974
30,WIELKOPOLSKIE,2022,7,215,1185,450,1035
30,WIELKOPOLSKIE,2022,8,195,1271,469,1032
32,ZACHODNIOPOMORSKIE,2022,1,136,919,364,778
32,ZACHODNIOPOMORSKIE,2022,2,111,741,232,630
32,ZACHODNIOPOMORSKIE,2022,3,99,751,260,689
32,ZACHODNIOPOMORSKIE,2022,4,116,675,253,602
32,ZACHODNIOPOMORSKIE,2022,5,111,655,246,601
32,ZACHODNIOPOMORSKIE,2022,6,118,602,271,558
32,ZACHODNIOPOMORSKIE,2022,7,124,601,272,568
32,ZACHODNIOPOMORSKIE,2022,8,119,635,229,605
2,DOLNOŚLĄSKIE,2021,1,219,1543,556,1412
2,DOLNOŚLĄSKIE,2021,2,182,1238,465,1126
2,DOLNOŚLĄSKIE,2021,3,288,1574,612,1461
2,DOLNOŚLĄSKIE,2021,4,325,1787,690,1696
2,DOLNOŚLĄSKIE,2021,5,234,1305,552,1184
2,DOLNOŚLĄSKIE,2021,6,198,1103,426,910
2,DOLNOŚLĄSKIE,2021,7,186,1107,415,948
2,DOLNOŚLĄSKIE,2021,8,187,1096,409,856
2,DOLNOŚLĄSKIE,2021,9,206,1113,438,927
2,DOLNOŚLĄSKIE,2021,10,212,1210,441,1010
2,DOLNOŚLĄSKIE,2021,11,207,1554,474,1277
2,DOLNOŚLĄSKIE,2021,12,316,2087,666,1688
4,KUJAWSKO-POMORSKIE,2021,1,173,1222,412,1220
4,KUJAWSKO-POMORSKIE,2021,2,168,970,317,842
4,KUJAWSKO-POMORSKIE,2021,3,168,1197,408,1038
4,KUJAWSKO-POMORSKIE,2021,4,216,1183,413,1114
4,KUJAWSKO-POMORSKIE,2021,5,157,899,352,803
4,KUJAWSKO-POMORSKIE,2021,6,147,704,330,615
4,KUJAWSKO-POMORSKIE,2021,7,132,785,309,633
4,KUJAWSKO-POMORSKIE,2021,8,139,727,299,649
4,KUJAWSKO-POMORSKIE,2021,9,119,762,272,611
4,KUJAWSKO-POMORSKIE,2021,10,138,803,320,717
4,KUJAWSKO-POMORSKIE,2021,11,178,1044,385,882
4,KUJAWSKO-POMORSKIE,2021,12,225,1310,461,1139
6,LUBELSKIE,2021,1,132,1171,398,1069
6,LUBELSKIE,2021,2,130,996,319,842
6,LUBELSKIE,2021,3,141,1141,369,1038
6,LUBELSKIE,2021,4,167,1183,402,1005
6,LUBELSKIE,2021,5,144,945,355,831
6,LUBELSKIE,2021,6,110,860,336,711
6,LUBELSKIE,2021,7,110,853,310,672
6,LUBELSKIE,2021,8,101,802,286,652
6,LUBELSKIE,2021,9,109,824,298,718
6,LUBELSKIE,2021,10,182,1225,426,1009
6,LUBELSKIE,2021,11,228,1799,508,1322
6,LUBELSKIE,2021,12,200,1454,430,1119
8,LUBUSKIE,2021,1,89,530,233,529
8,LUBUSKIE,2021,2,73,485,167,435
8,LUBUSKIE,2021,3,98,593,237,576
8,LUBUSKIE,2021,4,99,568,227,500
8,LUBUSKIE,2021,5,82,415,187,341
8,LUBUSKIE,2021,6,78,361,176,323
8,LUBUSKIE,2021,7,64,362,166,302
8,LUBUSKIE,2021,8,57,342,152,308
8,LUBUSKIE,2021,9,64,350,180,321
8,LUBUSKIE,2021,10,61,403,209,332
8,LUBUSKIE,2021,11,92,476,185,397
8,LUBUSKIE,2021,12,112,660,272,597
10,ŁÓDZKIE,2021,1,234,1607,523,1329
10,ŁÓDZKIE,2021,2,180,1211,457,966
10,ŁÓDZKIE,2021,3,251,1517,497,1297
10,ŁÓDZKIE,2021,4,248,1705,560,1506
10,ŁÓDZKIE,2021,5,212,1342,463,1051
10,ŁÓDZKIE,2021,6,188,1151,420,859
10,ŁÓDZKIE,2021,7,144,1048,408,873
10,ŁÓDZKIE,2021,8,158,1014,402,867
10,ŁÓDZKIE,2021,9,177,1125,376,905
10,ŁÓDZKIE,2021,10,162,1237,410,951
10,ŁÓDZKIE,2021,11,236,1602,502,1246
10,ŁÓDZKIE,2021,12,291,1949,624,1539
12,MAŁOPOLSKIE,2021,1,204,1393,507,1258
12,MAŁOPOLSKIE,2021,2,172,1248,389,1119
12,MAŁOPOLSKIE,2021,3,211,1686,502,1549
12,MAŁOPOLSKIE,2021,4,275,1871,615,1761
12,MAŁOPOLSKIE,2021,5,214,1422,489,1295
12,MAŁOPOLSKIE,2021,6,182,1185,415,987
12,MAŁOPOLSKIE,2021,7,146,1156,453,993
12,MAŁOPOLSKIE,2021,8,164,1134,415,966
12,MAŁOPOLSKIE,2021,9,143,1125,410,1068
12,MAŁOPOLSKIE,2021,10,195,1329,413,1154
12,MAŁOPOLSKIE,2021,11,202,1688,506,1451
12,MAŁOPOLSKIE,2021,12,304,2295,675,1872
14,MAZOWIECKIE,2021,1,388,2948,914,2582
14,MAZOWIECKIE,2021,2,343,2477,811,2163
14,MAZOWIECKIE,2021,3,414,3122,1087,2829
14,MAZOWIECKIE,2021,4,437,3130,1087,2811
14,MAZOWIECKIE,2021,5,372,2365,900,1972
14,MAZOWIECKIE,2021,6,302,2197,764,1752
14,MAZOWIECKIE,2021,7,281,2090,790,1704
14,MAZOWIECKIE,2021,8,260,2052,727,1559
14,MAZOWIECKIE,2021,9,289,2137,712,1705
14,MAZOWIECKIE,2021,10,339,2371,818,2023
14,MAZOWIECKIE,2021,11,450,3247,1043,2669
14,MAZOWIECKIE,2021,12,515,3618,1143,2975
16,OPOLSKIE,2021,1,64,479,177,449
16,OPOLSKIE,2021,2,57,448,141,337
16,OPOLSKIE,2021,3,71,508,212,445
16,OPOLSKIE,2021,4,98,576,208,519
16,OPOLSKIE,2021,5,66,436,164,440
16,OPOLSKIE,2021,6,52,385,145,327
16,OPOLSKIE,2021,7,63,366,120,313
16,OPOLSKIE,2021,8,67,342,150,301
16,OPOLSKIE,2021,9,50,404,140,295
16,OPOLSKIE,2021,10,62,444,144,333
16,OPOLSKIE,2021,11,67,545,191,437
16,OPOLSKIE,2021,12,105,760,254,687
18,PODKARPACKIE,2021,1,103,934,294,831
18,PODKARPACKIE,2021,2,86,838,285,737
18,PODKARPACKIE,2021,3,165,1203,384,1125
18,PODKARPACKIE,2021,4,182,1140,393,1134
18,PODKARPACKIE,2021,5,114,788,284,710
18,PODKARPACKIE,2021,6,109,720,271,619
18,PODKARPACKIE,2021,7,102,680,258,581
18,PODKARPACKIE,2021,8,86,685,280,537
18,PODKARPACKIE,2021,9,93,665,256,619
18,PODKARPACKIE,2021,10,98,854,309,712
18,PODKARPACKIE,2021,11,163,1205,348,1039
18,PODKARPACKIE,2021,12,167,1445,443,1214
20,PODLASKIE,2021,1,106,621,231,605
20,PODLASKIE,2021,2,69,625,199,571
20,PODLASKIE,2021,3,89,645,221,611
20,PODLASKIE,2021,4,86,573,241,519
20,PODLASKIE,2021,5,62,481,188,398
20,PODLASKIE,2021,6,62,447,172,364
20,PODLASKIE,2021,7,62,424,166,375
20,PODLASKIE,2021,8,60,418,160,347
20,PODLASKIE,2021,9,51,456,148,391
20,PODLASKIE,2021,10,74,626,217,554
20,PODLASKIE,2021,11,100,997,294,799
20,PODLASKIE,2021,12,106,779,242,688
22,POMORSKIE,2021,1,209,1200,371,1172
22,POMORSKIE,2021,2,140,946,347,953
22,POMORSKIE,2021,3,184,1141,422,1058
22,POMORSKIE,2021,4,167,1081,424,1050
22,POMORSKIE,2021,5,164,875,364,760
22,POMORSKIE,2021,6,145,813,329,738
22,POMORSKIE,2021,7,145,691,290,695
22,POMORSKIE,2021,8,150,769,293,689
22,POMORSKIE,2021,9,127,813,295,686
22,POMORSKIE,2021,10,123,815,334,796
22,POMORSKIE,2021,11,141,1054,366,915
22,POMORSKIE,2021,12,202,1376,478,1281
24,ŚLĄSKIE,2021,1,362,2339,864,2154
24,ŚLĄSKIE,2021,2,351,1913,691,1802
24,ŚLĄSKIE,2021,3,489,2702,976,2581
24,ŚLĄSKIE,2021,4,530,3014,1187,3140
24,ŚLĄSKIE,2021,5,375,2206,878,2029
24,ŚLĄSKIE,2021,6,343,1833,723,1561
24,ŚLĄSKIE,2021,7,280,1806,708,1479
24,ŚLĄSKIE,2021,8,293,1732,672,1502
24,ŚLĄSKIE,2021,9,303,1793,641,1527
24,ŚLĄSKIE,2021,10,335,1972,656,1693
24,ŚLĄSKIE,2021,11,383,2267,827,2153
24,ŚLĄSKIE,2021,12,508,3364,1148,2993
26,ŚWIĘTOKRZYSKIE,2021,1,78,699,229,553
26,ŚWIĘTOKRZYSKIE,2021,2,69,569,192,544
26,ŚWIĘTOKRZYSKIE,2021,3,85,760,264,786
26,ŚWIĘTOKRZYSKIE,2021,4,130,880,331,773
26,ŚWIĘTOKRZYSKIE,2021,5,77,597,236,573
26,ŚWIĘTOKRZYSKIE,2021,6,69,572,206,475
26,ŚWIĘTOKRZYSKIE,2021,7,61,499,190,426
26,ŚWIĘTOKRZYSKIE,2021,8,70,486,190,437
26,ŚWIĘTOKRZYSKIE,2021,9,61,523,183,455
26,ŚWIĘTOKRZYSKIE,2021,10,92,559,221,485
26,ŚWIĘTOKRZYSKIE,2021,11,89,747,251,632
26,ŚWIĘTOKRZYSKIE,2021,12,127,908,292,763
28,WARMIŃSKO-MAZURSKIE,2021,1,124,843,303,749
28,WARMIŃSKO-MAZURSKIE,2021,2,113,584,240,572
28,WARMIŃSKO-MAZURSKIE,2021,3,131,747,286,752
28,WARMIŃSKO-MAZURSKIE,2021,4,124,701,324,606
28,WARMIŃSKO-MAZURSKIE,2021,5,107,583,245,466
28,WARMIŃSKO-MAZURSKIE,2021,6,92,417,239,414
28,WARMIŃSKO-MAZURSKIE,2021,7,74,498,231,418
28,WARMIŃSKO-MAZURSKIE,2021,8,75,472,205,428
28,WARMIŃSKO-MAZURSKIE,2021,9,76,498,244,392
28,WARMIŃSKO-MAZURSKIE,2021,10,86,525,248,507
28,WARMIŃSKO-MAZURSKIE,2021,11,109,689,259,586
28,WARMIŃSKO-MAZURSKIE,2021,12,115,919,335,769
30,WIELKOPOLSKIE,2021,1,280,1759,641,1652
30,WIELKOPOLSKIE,2021,2,193,1346,526,1220
30,WIELKOPOLSKIE,2021,3,285,1692,620,1531
30,WIELKOPOLSKIE,2021,4,310,1872,680,1832
30,WIELKOPOLSKIE,2021,5,243,1424,512,1294
30,WIELKOPOLSKIE,2021,6,221,1262,487,1041
30,WIELKOPOLSKIE,2021,7,220,1164,510,1016
30,WIELKOPOLSKIE,2021,8,184,1196,438,966
30,WIELKOPOLSKIE,2021,9,197,1129,468,1052
30,WIELKOPOLSKIE,2021,10,204,1336,477,1106
30,WIELKOPOLSKIE,2021,11,223,1580,565,1351
30,WIELKOPOLSKIE,2021,12,338,2204,746,1776
32,ZACHODNIOPOMORSKIE,2021,1,159,1002,356,919
32,ZACHODNIOPOMORSKIE,2021,2,108,737,295,714
32,ZACHODNIOPOMORSKIE,2021,3,158,816,312,757
32,ZACHODNIOPOMORSKIE,2021,4,144,850,373,808
32,ZACHODNIOPOMORSKIE,2021,5,150,746,335,655
32,ZACHODNIOPOMORSKIE,2021,6,126,674,294,598
32,ZACHODNIOPOMORSKIE,2021,7,115,639,264,555
32,ZACHODNIOPOMORSKIE,2021,8,101,619,268,546
32,ZACHODNIOPOMORSKIE,2021,9,133,594,240,521
32,ZACHODNIOPOMORSKIE,2021,10,127,693,305,623
32,ZACHODNIOPOMORSKIE,2021,11,169,886,325,756
32,ZACHODNIOPOMORSKIE,2021,12,171,1113,351,964
2,DOLNOŚLĄSKIE,2020,1,181,1203,495,982
2,DOLNOŚLĄSKIE,2020,2,199,1207,391,990
2,DOLNOŚLĄSKIE,2020,3,184,1150,463,995
2,DOLNOŚLĄSKIE,2020,4,200,1083,451,1011
2,DOLNOŚLĄSKIE,2020,5,194,1049,446,949
2,DOLNOŚLĄSKIE,2020,6,185,1058,390,948
2,DOLNOŚLĄSKIE,2020,7,189,1015,463,939
2,DOLNOŚLĄSKIE,2020,8,195,1094,426,941
2,DOLNOŚLĄSKIE,2020,9,170,1130,423,946
2,DOLNOŚLĄSKIE,2020,10,234,1467,559,1416
2,DOLNOŚLĄSKIE,2020,11,317,2088,707,1989
2,DOLNOŚLĄSKIE,2020,12,247,1741,624,1567
4,KUJAWSKO-POMORSKIE,2020,1,132,788,352,704
4,KUJAWSKO-POMORSKIE,2020,2,142,819,280,609
4,KUJAWSKO-POMORSKIE,2020,3,148,817,312,706
4,KUJAWSKO-POMORSKIE,2020,4,121,728,292,690
4,KUJAWSKO-POMORSKIE,2020,5,120,709,318,625
4,KUJAWSKO-POMORSKIE,2020,6,124,684,282,631
4,KUJAWSKO-POMORSKIE,2020,7,120,740,292,598
4,KUJAWSKO-POMORSKIE,2020,8,130,754,317,649
4,KUJAWSKO-POMORSKIE,2020,9,127,758,296,636
4,KUJAWSKO-POMORSKIE,2020,10,151,964,393,928
4,KUJAWSKO-POMORSKIE,2020,11,203,1252,434,1205
4,KUJAWSKO-POMORSKIE,2020,12,212,1309,433,1291
6,LUBELSKIE,2020,1,106,859,331,727
6,LUBELSKIE,2020,2,111,822,343,680
6,LUBELSKIE,2020,3,108,899,325,768
6,LUBELSKIE,2020,4,115,781,286,669
6,LUBELSKIE,2020,5,114,765,326,701
6,LUBELSKIE,2020,6,99,783,293,659
6,LUBELSKIE,2020,7,114,740,286,621
6,LUBELSKIE,2020,8,123,837,336,616
6,LUBELSKIE,2020,9,112,750,321,677
6,LUBELSKIE,2020,10,143,1176,390,1032
6,LUBELSKIE,2020,11,190,1669,540,1584
6,LUBELSKIE,2020,12,156,1277,452,1234
8,LUBUSKIE,2020,1,83,387,178,362
8,LUBUSKIE,2020,2,63,318,162,308
8,LUBUSKIE,2020,3,74,346,169,347
8,LUBUSKIE,2020,4,78,379,185,300
8,LUBUSKIE,2020,5,54,340,164,315
8,LUBUSKIE,2020,6,60,331,146,271
8,LUBUSKIE,2020,7,79,372,140,307
8,LUBUSKIE,2020,8,63,387,164,321
8,LUBUSKIE,2020,9,77,399,124,306
8,LUBUSKIE,2020,10,75,515,230,495
8,LUBUSKIE,2020,11,97,741,262,702
8,LUBUSKIE,2020,12,79,541,227,592
10,ŁÓDZKIE,2020,1,188,1134,453,909
10,ŁÓDZKIE,2020,2,167,1169,400,908
10,ŁÓDZKIE,2020,3,179,1166,450,918
10,ŁÓDZKIE,2020,4,172,1070,431,818
10,ŁÓDZKIE,2020,5,170,1071,424,852
10,ŁÓDZKIE,2020,6,170,1038,429,848
10,ŁÓDZKIE,2020,7,170,1030,440,893
10,ŁÓDZKIE,2020,8,192,1095,429,877
10,ŁÓDZKIE,2020,9,170,1104,380,855
10,ŁÓDZKIE,2020,10,241,1596,539,1322
10,ŁÓDZKIE,2020,11,280,2031,638,1857
10,ŁÓDZKIE,2020,12,263,1686,555,1442
12,MAŁOPOLSKIE,2020,1,179,1291,461,1066
12,MAŁOPOLSKIE,2020,2,161,1262,413,1043
12,MAŁOPOLSKIE,2020,3,168,1242,445,1102
12,MAŁOPOLSKIE,2020,4,156,1151,448,945
12,MAŁOPOLSKIE,2020,5,171,1126,460,989
12,MAŁOPOLSKIE,2020,6,166,1087,414,932
12,MAŁOPOLSKIE,2020,7,188,1176,465,987
12,MAŁOPOLSKIE,2020,8,166,1194,430,1027
12,MAŁOPOLSKIE,2020,9,182,1227,452,942
12,MAŁOPOLSKIE,2020,10,236,2004,588,1930
12,MAŁOPOLSKIE,2020,11,247,2402,646,2267
12,MAŁOPOLSKIE,2020,12,200,1535,508,1340
14,MAZOWIECKIE,2020,1,307,2228,813,1788
14,MAZOWIECKIE,2020,2,322,2246,752,1818
14,MAZOWIECKIE,2020,3,331,2367,814,1833
14,MAZOWIECKIE,2020,4,303,2161,767,1765
14,MAZOWIECKIE,2020,5,300,2031,781,1652
14,MAZOWIECKIE,2020,6,293,1979,740,1654
14,MAZOWIECKIE,2020,7,320,1947,797,1742
14,MAZOWIECKIE,2020,8,319,2130,781,1715
14,MAZOWIECKIE,2020,9,341,2132,767,1763
14,MAZOWIECKIE,2020,10,358,2908,948,2393
14,MAZOWIECKIE,2020,11,502,3915,1248,3528
14,MAZOWIECKIE,2020,12,417,3267,1073,2847
16,OPOLSKIE,2020,1,50,401,148,383
16,OPOLSKIE,2020,2,69,390,133,315
16,OPOLSKIE,2020,3,68,396,150,324
16,OPOLSKIE,2020,4,54,397,134,321
16,OPOLSKIE,2020,5,54,344,148,338
16,OPOLSKIE,2020,6,53,356,135,318
16,OPOLSKIE,2020,7,71,346,138,317
16,OPOLSKIE,2020,8,63,393,147,337
16,OPOLSKIE,2020,9,43,364,120,348
16,OPOLSKIE,2020,10,70,579,180,523
16,OPOLSKIE,2020,11,100,711,236,837
16,OPOLSKIE,2020,12,90,621,199,547
18,PODKARPACKIE,2020,1,93,694,259,657
18,PODKARPACKIE,2020,2,76,669,248,657
18,PODKARPACKIE,2020,3,105,726,269,682
18,PODKARPACKIE,2020,4,98,692,236,596
18,PODKARPACKIE,2020,5,96,659,241,590
18,PODKARPACKIE,2020,6,96,686,275,600
18,PODKARPACKIE,2020,7,96,656,276,584
18,PODKARPACKIE,2020,8,90,693,279,630
18,PODKARPACKIE,2020,9,91,671,242,616
18,PODKARPACKIE,2020,10,132,1215,379,1186
18,PODKARPACKIE,2020,11,161,1473,474,1488
18,PODKARPACKIE,2020,12,130,1065,373,979
20,PODLASKIE,2020,1,57,485,170,406
20,PODLASKIE,2020,2,61,440,169,410
20,PODLASKIE,2020,3,61,531,162,409
20,PODLASKIE,2020,4,47,411,175,381
20,PODLASKIE,2020,5,71,407,176,371
20,PODLASKIE,2020,6,37,434,149,332
20,PODLASKIE,2020,7,66,394,172,392
20,PODLASKIE,2020,8,56,391,175,337
20,PODLASKIE,2020,9,60,430,174,373
20,PODLASKIE,2020,10,79,616,241,543
20,PODLASKIE,2020,11,86,855,284,801
20,PODLASKIE,2020,12,76,670,258,605
22,POMORSKIE,2020,1,151,800,323,749
22,POMORSKIE,2020,2,120,834,321,721
22,POMORSKIE,2020,3,144,818,334,743
22,POMORSKIE,2020,4,142,727,299,634
22,POMORSKIE,2020,5,104,688,340,697
22,POMORSKIE,2020,6,134,722,312,647
